method,alpha,serial_id,qualified,A,truth_A,error_A,B,truth_B,error_B,C,truth_C,error_C
input,0.5,29,,6.999038443909977,7.0,-0.0009615560900231301,0.49997316485383286,0.5,-2.683514616713678e-05,-0.9100635519892915,-0.908,-0.0020635519892914234
input,0.5,30,,6.997063842524171,7.0,-0.002936157475828871,0.4999150005696409,0.5,-8.499943035911173e-05,-0.9077286175964042,-0.906,-0.0017286175964041917
input,0.5,31,,7.013791787974003,7.0,0.013791787974002823,0.5002289555520358,0.5,0.00022895555203583662,-0.5854998332693226,-0.584,-0.0014998332693226812
input,0.5,32,,5.985190090244748,6.0,-0.014809909755252093,0.4992870702126263,0.5,-0.0007129297873736951,0.2318167778585097,0.235,-0.0031832221414902773
input,0.5,33,,6.008587026641086,6.0,0.008587026641086126,0.500516819374485,0.5,0.0005168193744850003,0.5679129060187781,0.563,0.00491290601877814
input,0.5,34,,8.000080226487242,8.0,8.022648724193004e-05,0.499969605138637,0.5,-3.0394861363025605e-05,-0.6656972664294503,-0.663,-0.002697266429450229
input,0.5,35,,6.006368341157411,6.0,0.006368341157410917,0.49998962742125325,0.5,-1.0372578746753458e-05,-0.15139911485230276,-0.153,0.0016008851476972397
input,0.5,36,,6.00249832562085,6.0,0.0024983256208503946,0.500069499101267,0.5,6.949910126696768e-05,0.020920799160572483,0.022,-0.001079200839427516
input,0.5,37,,6.998678845834407,7.0,-0.0013211541655930858,0.5000251127893708,0.5,2.511278937078476e-05,-0.2957493317525387,-0.296,0.00025066824746128313
input,0.5,38,,5.997468598972132,6.0,-0.0025314010278680854,0.499955171585956,0.5,-4.482841404401805e-05,-0.18107762754561377,-0.182,0.0009223724543862277
input,0.5,39,,6.003989059280588,6.0,0.003989059280588236,0.5001115376491027,0.5,0.0001115376491026554,-0.012250264344253203,-0.012,-0.0002502643442532024
input,0.5,40,,6.999599753182412,7.0,-0.00040024681758765723,0.500005594413528,0.5,5.594413527987285e-06,-0.22528436443186148,-0.225,-0.0002843644318614724
input,0.5,41,,6.992896301282652,7.0,-0.007103698717347839,0.4999813251024,0.5,-1.8674897599990636e-05,-0.5679168796323183,-0.568,8.312036768165498e-05
input,0.5,42,,5.991758248235055,6.0,-0.008241751764945349,0.4994900919527605,0.5,-0.0005099080472394935,0.2451278981180185,0.246,-0.0008721018819815018
input,0.5,43,,6.030520914784274,6.0,0.03052091478427421,0.5007992968849472,0.5,0.000799296884947176,0.5694550218062292,0.57,-0.000544978193770751
input,0.5,44,,7.987184960882033,8.0,-0.01281503911796733,0.4997397982690011,0.5,-0.000260201730998888,-0.6721574523114605,-0.673,0.00084254768853953
input,0.5,45,,6.018694027213548,6.0,0.018694027213547848,0.5005321311504219,0.5,0.0005321311504219439,-0.27754199694820614,-0.276,-0.0015419969482061147
input,0.5,46,,5.992026822245847,6.0,-0.007973177754153404,0.4999689991382605,0.5,-3.100086173951633e-05,0.706876456441694,0.704,0.0028764564416939864
input,0.5,47,,8.00541426366614,8.0,0.005414263666139618,0.5001024221917544,0.5,0.00010242219175438105,-0.7723108319880831,-0.771,-0.0013108319880831276
input,0.5,48,,8.007099402144135,8.0,0.00709940214413507,0.5001078722184451,0.5,0.0001078722184451042,-0.7629380404923896,-0.761,-0.0019380404923895478
input,0.5,49,,7.016539415255735,7.0,0.016539415255735435,0.5005167940572542,0.5,0.000516794057254244,-0.5774173613034627,-0.575,-0.002417361303462706
input,0.5,50,,6.004812098828647,6.0,0.00481209882864686,0.501152667373224,0.5,0.0011526673732239479,0.23480139990595308,0.234,0.0008013999059530708
input,0.5,51,,6.0120219434368165,6.0,0.012021943436816507,0.5006394809740775,0.5,0.0006394809740775109,0.5683236692747908,0.568,0.00032366927479088314
input,0.5,52,,8.004840320144472,8.0,0.004840320144472443,0.4999848502251321,0.5,-1.5149774867884158e-05,-0.6827206838283194,-0.681,-0.0017206838283193582
input,0.5,53,,5.987480554609047,6.0,-0.012519445390952733,0.4996364390177179,0.5,-0.000363560982282074,-0.20632812027195213,-0.207,0.0006718797280478583
input,0.5,54,,6.0029672679037445,6.0,0.002967267903744464,0.500381487102936,0.5,0.00038148710293595123,-0.2233134552370602,-0.223,-0.00031345523706019507
input,0.5,55,,5.995312646979002,6.0,-0.004687353020997875,0.5001400703077873,0.5,0.0001400703077872878,0.6964611381390307,0.693,0.003461138139030706
input,0.5,56,,8.02151796449982,8.0,0.021517964499819797,0.5003822043437851,0.5,0.0003822043437851086,-0.7757316681821992,-0.772,-0.003731668182199166
input,0.5,57,,8.008651024461109,8.0,0.008651024461109103,0.5002513631826374,0.5,0.00025136318263740964,-0.7655653240974853,-0.764,-0.0015653240974853322
input,0.5,58,,7.01074858969169,7.0,0.01074858969168968,0.5005724111359536,0.5,0.0005724111359536321,-0.5864639607948946,-0.585,-0.0014639607948946365
input,0.5,59,,5.976233357182562,6.0,-0.023766642817437678,0.4994286333869888,0.5,-0.0005713666130112149,0.2396253684077846,0.238,0.0016253684077845998
input,0.5,60,,5.992213027677664,6.0,-0.007786972322335828,0.5001836481351839,0.5,0.00018364813518390033,0.5678492784755527,0.561,0.0068492784755526115
input,0.5,61,,7.991544717741476,8.0,-0.008455282258523766,0.4998217501414568,0.5,-0.0001782498585432002,-0.6542626376661337,-0.652,-0.00226263766613366
input,0.5,62,,5.999342562055407,6.0,-0.0006574379445929424,0.49989019214203334,0.5,-0.00010980785796665948,-0.2145476498958849,-0.214,-0.0005476498958849052
input,0.5,63,,6.000311078920342,6.0,0.0003110789203422115,0.5000738362819821,0.5,7.383628198209813e-05,-0.1637804481628043,-0.164,0.00021955183719571392
input,0.5,64,,5.9958007887745985,6.0,-0.004199211225401456,0.5000308111552993,0.5,3.0811155299348414e-05,-0.19013597953596206,-0.191,0.0008640204640379401
input,0.5,65,,6.001302370113633,6.0,0.001302370113632989,0.5000536439409234,0.5,5.364394092344238e-05,0.036261745381191035,0.037,-0.0007382546188089631
input,0.5,66,,6.996389046442343,7.0,-0.0036109535576569485,0.49992418475301253,0.5,-7.581524698746511e-05,-0.39739852758845357,-0.398,0.0006014724115464554
input,0.5,67,,7.00890571837519,7.0,0.008905718375189942,0.5002845824959202,0.5,0.000284582495920227,-0.5858335584577126,-0.579,-0.006833558457712607
input,0.5,68,,6.034792240570639,6.0,0.03479224057063934,0.5017682694716892,0.5,0.0017682694716891767,0.1943543736193163,0.193,0.0013543736193162847
input,0.5,69,,6.000885598586931,6.0,0.0008855985869313798,0.5000653747902271,0.5,6.537479022705739e-05,0.5678154203112241,0.567,0.0008154203112241687
input,0.5,70,,7.9992099232642815,8.0,-0.0007900767357185146,0.4997947211807296,0.5,-0.0002052788192704047,-0.6735074613269884,-0.671,-0.002507461326988314
input,0.5,71,,6.00743764143059,6.0,0.007437641430589892,0.5003371803080172,0.5,0.0003371803080172153,0.0772368487153601,0.079,-0.0017631512846398995
input,0.5,72,,7.991388003224491,8.0,-0.00861199677550939,0.49989910775253693,0.5,-0.00010089224746306913,-0.4871785880602163,-0.489,0.0018214119397836903
input,0.5,73,,7.01582143444077,7.0,0.015821434440770332,0.5006095677277261,0.5,0.0006095677277261347,-0.5736822728696098,-0.573,-0.0006822728696098679
input,0.5,74,,6.02203768104662,6.0,0.022037681046620072,0.5004078529717829,0.5,0.00040785297178291824,0.16599491890595575,0.169,-0.003005081094044265
input,0.5,75,,5.992724803933239,6.0,-0.007275196066760969,0.4997422674384807,0.5,-0.00025773256151928603,0.5688218588099397,0.565,0.003821858809939793
input,0.5,76,,7.999248951758943,8.0,-0.000751048241056651,0.49987009501611224,0.5,-0.00012990498388776306,-0.660440189914862,-0.659,-0.0014401899148619446
input,0.5,77,,6.0111454856289,6.0,0.01114548562889972,0.5003422700937067,0.5,0.00034227009370668693,0.23258819692691582,0.232,0.0005881969269158072
input,0.5,78,,7.993570124715773,8.0,-0.006429875284227116,0.49968768839088484,0.5,-0.00031231160911515676,-0.4944323055436806,-0.494,-0.00043230554368062224
input,0.5,79,,6.005774613214969,6.0,0.005774613214969193,0.5002401012531345,0.5,0.0002401012531344504,-0.4131831975008122,-0.413,-0.00018319750081224884
input,0.5,80,,7.014136777717684,7.0,0.014136777717683735,0.5000081954324955,0.5,8.19543249552801e-06,-0.5882618734715712,-0.586,-0.002261873471571252
input,0.5,81,,5.99820322496959,6.0,-0.0017967750304102026,0.5001148412072084,0.5,0.00011484120720839375,0.23492978192605032,0.235,-7.021807394966273e-05
input,0.5,82,,5.973330373712872,6.0,-0.02666962628712799,0.49946250291478883,0.5,-0.0005374970852111693,0.56313597321561,0.561,0.0021359732156099875
input,0.5,83,,8.000097594732662,8.0,9.75947326615767e-05,0.499953973262127,0.5,-4.6026737873017254e-05,-0.6624572388162333,-0.662,-0.0004572388162332741
input,0.5,84,,5.972754813539874,6.0,-0.02724518646012619,0.49963102318200475,0.5,-0.00036897681799524795,-0.1457479517265399,-0.148,0.0022520482734600944
input,0.5,85,,6.0044097538390675,6.0,0.004409753839067498,0.5002008852619608,0.5,0.0002008852619608259,-0.04487043771889595,-0.044,-0.0008704377188959514
input,0.5,86,,5.9965399641494255,6.0,-0.0034600358505745277,0.4998511183210808,0.5,-0.00014888167891918824,-0.1808070026560906,-0.182,0.0011929973439094022
input,0.5,87,,6.0075123463845035,6.0,0.007512346384503488,0.5002098818076552,0.5,0.00020988180765524334,-0.18236258998755903,-0.182,-0.00036258998755903105
input,0.5,88,,6.012497554914271,6.0,0.012497554914270737,0.5004543365886172,0.5,0.00045433658861715465,-0.33644113007892945,-0.334,-0.002441130078929432
input,0.5,89,,6.008750581802971,6.0,0.008750581802971169,0.5001861147605595,0.5,0.00018611476055951925,-0.3466544046578356,-0.345,-0.0016544046578356175
input,0.5,90,,6.000726533106456,6.0,0.0007265331064560954,0.500159119675947,0.5,0.00015911967594695042,0.40548405024301304,0.403,0.002484050243013014
input,0.5,91,,8.008571765750078,8.0,0.008571765750078342,0.5001902823577349,0.5,0.00019028235773488333,-0.569228348964314,-0.568,-0.0012283489643140078
input,0.5,92,,7.023934272085543,7.0,0.023934272085543107,0.5005299540559908,0.5,0.0005299540559907667,-0.5895621779636577,-0.589,-0.0005621779636577617
input,0.5,93,,5.987611418590984,6.0,-0.012388581409015664,0.499797480357426,0.5,-0.00020251964257400612,0.23127195634299033,0.233,-0.0017280436570096813
input,0.5,94,,5.987157004418106,6.0,-0.012842995581894279,0.4996470412914352,0.5,-0.00035295870856477674,0.5686098148651798,0.565,0.003609814865179861
input,0.5,95,,7.982664649915037,8.0,-0.017335350084962897,0.49968890482068407,0.5,-0.00031109517931593444,-0.6688297928734422,-0.669,0.00017020712655779757
input,0.5,96,,6.016687614076209,6.0,0.016687614076208668,0.5005582552937038,0.5,0.000558255293703791,-0.13232301404944263,-0.133,0.0006769859505573739
input,0.5,97,,5.99165521658943,6.0,-0.008344783410570322,0.4996539651824951,0.5,-0.0003460348175048922,-0.17549618293845598,-0.175,-0.0004961829384559913
input,0.5,98,,5.99566876548026,6.0,-0.004331234519740157,0.49993104306096775,0.5,-6.895693903224975e-05,-0.08235093272068116,-0.083,0.000649067279318849
input,0.5,99,,5.998824258739782,6.0,-0.0011757412602175776,0.5001479479541905,0.5,0.000147947954190486,0.013160366410934824,0.013,0.0001603664109348247
input,0.5,100,,6.998600958376667,7.0,-0.0013990416233333747,0.49998875001798854,0.5,-1.12499820114631e-05,-0.3097756730420133,-0.31,0.0002243269579866869
input,0.5,101,,5.9939094928642485,6.0,-0.006090507135751544,0.49977789521852073,0.5,-0.00022210478147927093,0.19545849552938843,0.195,0.0004584955293884252
input,0.5,102,,6.006959010842791,6.0,0.006959010842790825,0.5000921940967682,0.5,9.219409676819446e-05,-0.2292140955772654,-0.23,0.0007859044227346013
input,0.5,103,,6.0029582849401955,6.0,0.0029582849401954547,0.4999279091468931,0.5,-7.209085310688756e-05,-0.2699583497141641,-0.268,-0.001958349714164087
input,0.5,104,,6.008732931587156,6.0,0.008732931587156045,0.5002720218764631,0.5,0.00027202187646313547,-0.2155867758405309,-0.213,-0.0025867758405309083
input,0.5,105,,5.994818875267254,6.0,-0.005181124732746234,0.4999902353609677,0.5,-9.764639032294742e-06,-0.18726104671646895,-0.19,0.002738953283531048
input,0.5,106,,6.996902709740327,7.0,-0.003097290259672647,0.4999562448949685,0.5,-4.3755105031517694e-05,-0.5868814582740567,-0.585,-0.0018814582740567243
input,0.5,107,,6.001151570068467,6.0,0.0011515700684672225,0.4998261350518066,0.5,-0.00017386494819338072,0.24477929715895055,0.244,0.0007792971589505593
input,0.5,108,,5.9877796027558725,6.0,-0.01222039724412749,0.49948891060536216,0.5,-0.0005110893946378425,0.5621034347210113,0.561,0.001103434721011265
input,0.5,109,,8.026006173649842,8.0,0.026006173649841813,0.5004527419164941,0.5,0.0004527419164941371,-0.6659740163186895,-0.664,-0.001974016318689431
input,0.5,110,,6.0032856034098705,6.0,0.0032856034098704967,0.5001470224785174,0.5,0.00014702247851738903,-0.23670733946864633,-0.238,0.0012926605313536566
input,0.5,111,,5.995182590720808,6.0,-0.004817409279191942,0.4999338972735488,0.5,-6.610272645118931e-05,0.6724271662821245,0.673,-0.0005728337178755316
input,0.5,112,,8.01257607931241,8.0,0.012576079312410116,0.5002832714417402,0.5,0.00028327144174022933,-0.6603168428861418,-0.659,-0.0013168428861417558
input,0.5,113,,7.005289102873844,7.0,0.005289102873843987,0.5003244780966568,0.5,0.0003244780966568106,-0.8713281920745638,-0.872,0.0006718079254361964
input,0.5,114,,7.018361947616095,7.0,0.018361947616095442,0.5003202468801694,0.5,0.00032024688016940583,-0.585391336359243,-0.584,-0.001391336359243045
input,0.5,115,,5.997702968099279,6.0,-0.002297031900720725,0.500276318706987,0.5,0.0002763187069869666,0.23405813957519325,0.234,5.813957519323898e-05
input,0.5,116,,6.008859269426201,6.0,0.008859269426200633,0.5005560954769868,0.5,0.0005560954769867621,0.5631357243042237,0.562,0.0011357243042235954
input,0.5,117,,7.990399409102295,8.0,-0.00960059089770482,0.4997750566343447,0.5,-0.0002249433656553168,-0.6669479651762676,-0.666,-0.0009479651762676067
input,0.5,118,,6.006474864914098,6.0,0.006474864914098433,0.5001507034431996,0.5,0.00015070344319956241,-0.21310030125783064,-0.212,-0.0011003012578306437
input,0.5,119,,5.985342028802339,6.0,-0.014657971197660657,0.49979338260875106,0.5,-0.00020661739124894218,-0.189334088972905,-0.191,0.0016659110270950128
input,0.5,120,,5.992536925420769,6.0,-0.0074630745792312325,0.4999828671638924,0.5,-1.7132836107602856e-05,0.6695607761062133,0.667,0.0025607761062133028
input,0.5,121,,8.011724289083714,8.0,0.011724289083714368,0.500279614482671,0.5,0.00027961448267099787,-0.6557577761353443,-0.653,-0.0027577761353442254
input,0.5,122,,7.0083935225765615,7.0,0.008393522576561452,0.50029501545608,0.5,0.00029501545608001667,-0.8784908992914885,-0.877,-0.00149089929148849
input,0.5,123,,6.994796565650508,7.0,-0.00520343434949222,0.4999161755606159,0.5,-8.382443938409478e-05,-0.556967454355708,-0.558,0.0010325456442920045
input,0.5,124,,6.012145900500173,6.0,0.01214590050017339,0.500563461393646,0.5,0.0005634613936460475,0.18545663937598164,0.186,-0.0005433606240183575
input,0.5,125,,6.006009306348538,6.0,0.006009306348538246,0.5001612798909693,0.5,0.000161279890969257,0.5727378641798815,0.574,-0.0012621358201184707
input,0.5,126,,8.01535561677531,8.0,0.0153556167753095,0.5003797870855691,0.5,0.00037978708556907215,-0.6937017038183085,-0.694,0.00029829618169141536
input,0.5,127,,6.02158062521072,6.0,0.021580625210719795,0.5005386851526588,0.5,0.0005386851526587577,0.09465987699390488,0.096,-0.001340123006095123
input,0.5,128,,16.000841130000374,16.0,0.0008411300003743349,0.5000395722785315,0.5,3.957227853146339e-05,-0.2845544655160343,-0.285,0.0004455344839656705
input,0.5,129,,7.021818306581173,7.0,0.021818306581172564,0.5004449679874916,0.5,0.0004449679874916068,-0.5929536579349612,-0.592,-0.0009536579349612717
input,0.5,130,,6.0136786559737,6.0,0.013678655973699883,0.49997283296808687,0.5,-2.716703191313341e-05,0.26601658719289695,0.267,-0.0009834128071030679
input,0.5,131,,6.007059923583085,6.0,0.007059923583084604,0.5005033212731917,0.5,0.000503321273191748,0.5640561752339593,0.56,0.004056175233959292
input,0.5,132,,7.989775488327587,8.0,-0.010224511672412895,0.4997781220778381,0.5,-0.00022187792216188384,-0.6735850027838471,-0.673,-0.0005850027838470995
input,0.5,133,,6.039647580518551,6.0,0.039647580518550996,0.5013695365364638,0.5,0.0013695365364637668,-0.3934808801295947,-0.392,-0.001480880129594686
input,0.5,134,,7.009234308248329,7.0,0.00923430824832927,0.5000702272942616,0.5,7.022729426164886e-05,-0.5919306585223159,-0.588,-0.0039306585223158885
input,0.5,135,,5.995463935285158,6.0,-0.004536064714842247,0.4997528764546744,0.5,-0.00024712354532557823,0.21588555102449927,0.215,0.0008855510244992759
input,0.5,136,,5.974009600878714,6.0,-0.025990399121286423,0.49953835778550376,0.5,-0.00046164221449623843,0.5628948161743214,0.56,0.002894816174321302
input,0.5,137,,8.020071303376612,8.0,0.020071303376612448,0.5004341996811257,0.5,0.00043419968112567986,-0.6632512796549929,-0.661,-0.0022512796549928327
input,0.5,138,,5.9995031628673265,6.0,-0.0004968371326734555,0.49991645963268155,0.5,-8.35403673184465e-05,-0.006071670723896377,-0.005,-0.0010716707238963771
input,0.5,139,,6.006773927601951,6.0,0.006773927601950724,0.5003032845595919,0.5,0.0003032845595919431,-0.36276686667216457,-0.362,-0.0007668666721645789
input,0.5,140,,5.995603788821276,6.0,-0.00439621117872413,0.4999557674231818,0.5,-4.423257681818171e-05,-0.3588981658763321,-0.36,0.0011018341236678775
input,0.5,141,,7.018267155466487,7.0,0.018267155466486606,0.5006006345018823,0.5,0.0006006345018823023,-0.5901912016470983,-0.59,-0.00019120164709829357
input,0.5,142,,5.989744040429235,6.0,-0.010255959570764972,0.49972224931232573,0.5,-0.0002777506876742719,0.21372228242146704,0.214,-0.0002777175785329544
input,0.5,143,,5.987034661687987,6.0,-0.012965338312013408,0.49979025852048975,0.5,-0.00020974147951025035,0.5637504305240779,0.56,0.0037504305240778635
input,0.5,144,,8.00679811598296,8.0,0.006798115982959985,0.4999984048882256,0.5,-1.5951117743884247e-06,-0.6589534808417938,-0.657,-0.0019534808417938088
input,0.5,145,,5.994646822013253,6.0,-0.005353177986746616,0.5000839955179867,0.5,8.399551798665694e-05,-0.03161364942264365,-0.032,0.0003863505773563508
input,0.5,146,,5.999125534620339,6.0,-0.0008744653796606272,0.5002953441173635,0.5,0.0002953441173635385,-0.1532550890819591,-0.154,0.0007449109180409086
input,0.5,147,,6.005720035839196,6.0,0.005720035839195781,0.5001791244759154,0.5,0.00017912447591539316,-0.3609515424355193,-0.36,-0.0009515424355193147
input,0.5,148,,5.999343481540912,6.0,-0.0006565184590883177,0.5000287688445499,0.5,2.876884454994233e-05,-0.33221808575123835,-0.332,-0.0002180857512383283
input,0.5,149,,7.007436276935815,7.0,0.007436276935814945,0.5001929367075135,0.5,0.00019293670751352465,-0.595277111986029,-0.593,-0.002277111986028979
input,0.5,150,,5.995545551066321,6.0,-0.004454448933678634,0.5005229245113534,0.5,0.0005229245113533842,0.24324610657661738,0.242,0.0012461065766173895
input,0.5,151,,5.997629376274536,6.0,-0.0023706237254641493,0.5001676031077169,0.5,0.00016760310771690712,0.5604917040360347,0.557,0.003491704036034604
input,0.5,152,,8.00807122427154,8.0,0.008071224271539279,0.5000678395915986,0.5,6.783959159861741e-05,-0.6657517797554254,-0.663,-0.0027517797554253987
input,0.5,153,,5.987384628071109,6.0,-0.012615371928890617,0.5000367754446622,0.5,3.677544466218485e-05,-0.23411183836898627,-0.235,0.0008881616310137119
input,0.5,154,,6.000589417801724,6.0,0.0005894178017236129,0.5000334472574827,0.5,3.344725748266608e-05,0.0469792350400737,0.049,-0.0020207649599262995
input,0.5,155,,5.987655809001788,6.0,-0.012344190998211602,0.4997822289917955,0.5,-0.00021777100820452588,-0.3565602194241545,-0.359,0.002439780575845485
input,0.5,156,,6.000358035257345,6.0,0.00035803525734490194,0.5000979267123963,0.5,9.792671239627904e-05,-0.36058366890333493,-0.361,0.00041633109666505685
input,0.5,157,,6.996201058273997,7.0,-0.0037989417260027025,0.4994835375664686,0.5,-0.0005164624335313728,-0.5699829482830145,-0.566,-0.003982948283014598
input,0.5,158,,5.982373357474586,6.0,-0.017626642525414127,0.4994827772903634,0.5,-0.0005172227096366111,0.11060695156319074,0.108,0.0026069515631907403
input,0.5,159,,5.998341404939745,6.0,-0.0016585950602552302,0.5001718585302487,0.5,0.000171858530248703,0.5847055253695432,0.581,0.003705525369543272
input,0.5,160,,8.011051800146623,8.0,0.011051800146622881,0.5001994088739062,0.5,0.00019940887390623718,-0.6714351743384452,-0.668,-0.0034351743384452016
input,0.5,161,,6.990497932286499,7.0,-0.009502067713500928,0.49958218910051355,0.5,-0.00041781089948644823,-0.31128901902298384,-0.31,-0.0012890190229838394
input,0.5,162,,5.980240302018955,6.0,-0.019759697981045043,0.4995170826585381,0.5,-0.0004829173414618859,0.1699827601219988,0.17,-1.7239878001201747e-05
input,0.5,163,,5.99448381366889,6.0,-0.005516186331109729,0.5000673143776792,0.5,6.731437767915072e-05,0.5715716049232501,0.567,0.00457160492325015
input,0.5,164,,8.005472648786034,8.0,0.005472648786033929,0.4999679521651073,0.5,-3.204783489269003e-05,-0.6731298960660419,-0.67,-0.0031298960660418595
input,0.5,165,,6.005230090789933,6.0,0.005230090789932973,0.5002456488400392,0.5,0.0002456488400391921,-0.19649378087847844,-0.196,-0.0004937808784784281
input,0.5,166,,5.991614479422774,6.0,-0.008385520577226302,0.49987511183474576,0.5,-0.0001248881652542444,-0.16289469341069662,-0.165,0.002105306589303385
input,0.5,167,,6.014099216907237,6.0,0.014099216907236922,0.5004124464480426,0.5,0.00041244644804261377,0.019066763165324574,0.021,-0.0019332368346754274
input,0.5,168,,7.995048779932747,8.0,-0.004951220067252571,0.4999260692129296,0.5,-7.393078707040868e-05,-0.0011484778476256571,0.0,-0.0011484778476256571
A,0.5,1,False,6.992345258149058,7.0,-0.0076547418509420595,0.5006700895866601,0.5,0.0006700895866601497,-0.5922220907478346,-0.592,-0.00022209074783463567
A,0.5,2,False,5.994585106899652,6.0,-0.0054148931003483725,0.49973866680794166,0.5,-0.00026133319205834393,0.24401247495267614,0.244,1.2474952676144735e-05
A,0.5,3,False,5.986743957984334,6.0,-0.01325604201566577,0.5010547590387352,0.5,0.001054759038735198,0.5589401265853701,0.559,-5.987341462998508e-05
A,0.5,4,False,7.994655081685844,8.0,-0.005344918314156288,0.4998623423840209,0.5,-0.0001376576159791143,-0.6647396151442199,-0.665,0.00026038485578017134
A,0.5,5,False,5.999860854125631,6.0,-0.00013914587436936188,0.5004618081522624,0.5,0.00046180815226237737,-0.27414448965858507,-0.274,-0.00014448965858504526
A,0.5,6,False,6.005510565865341,6.0,0.005510565865341377,0.5002793496992273,0.5,0.0002793496992272715,0.07271250285319628,0.073,-0.00028749714680371963
A,0.5,7,False,16.004841122576174,16.0,0.004841122576173973,0.5000584211641425,0.5,5.8421164142452575e-05,-0.14121663236250395,-0.141,-0.00021663236250396567
A,0.5,8,False,6.00340265243149,6.0,0.003402652431489628,0.5001007016307941,0.5,0.00010070163079411998,-0.07015247793929152,-0.07,-0.00015247793929151765
A,0.5,9,False,6.99515260929001,7.0,-0.004847390709990407,0.5004557912719491,0.5,0.00045579127194905755,-0.5892212069608981,-0.589,-0.00022120696089811265
A,0.5,10,False,5.997827422921563,6.0,-0.002172577078437321,0.49971507655631664,0.5,-0.0002849234436833603,0.23519440100392244,0.235,0.0001944010039224564
A,0.5,11,False,6.004795398266559,6.0,0.004795398266558948,0.5001919524017013,0.5,0.0001919524017013341,0.5587619645523949,0.559,-0.00023803544760514495
A,0.5,12,False,8.002260677569211,8.0,0.0022606775692111114,0.5000695910924838,0.5,6.959109248383388e-05,-0.6560852942516381,-0.656,-8.529425163805726e-05
A,0.5,13,False,5.996555481686401,6.0,-0.003444518313599154,0.49973767969807315,0.5,-0.00026232030192685496,-0.15565997334830847,-0.156,0.00034002665169152735
A,0.5,14,False,6.003006596131024,6.0,0.00300659613102372,0.5003433251834623,0.5,0.0003433251834622508,0.006737530678436204,0.007,-0.000262469321563796
A,0.5,15,False,6.003788352330392,6.0,0.0037883523303916533,0.5002282548410959,0.5,0.00022825484109589844,-0.20418632653464067,-0.204,-0.0001863265346406795
A,0.5,16,False,6.00271385728079,6.0,0.0027138572807903216,0.5003124298826342,0.5,0.0003124298826342464,-0.2052094341687033,-0.205,-0.00020943416870330966
A,0.5,17,False,6.003260783888294,6.0,0.0032607838882938722,0.5001161001708639,0.5,0.00011610017086394198,-0.177189712293335,-0.177,-0.00018971229333500372
A,0.5,18,False,6.0009853782537,6.0,0.0009853782537003752,0.5000337406215977,0.5,3.3740621597666554e-05,-0.1790232392602351,-0.179,-2.3239260235119463e-05
A,0.5,19,False,6.003478703191381,6.0,0.003478703191380994,0.5001486479475465,0.5,0.00014864794754654298,-0.18211507817311046,-0.182,-0.00011507817311046109
A,0.5,20,False,6.996812631531816,7.0,-0.0031873684681835712,0.5004411766584764,0.5,0.0004411766584764276,-0.5903300261584928,-0.59,-0.00033002615849286876
A,0.5,21,False,6.0047707958078576,6.0,0.004770795807857553,0.5002906388560376,0.5,0.0002906388560376394,0.24005774385335293,0.24,5.774385335294285e-05
A,0.5,22,False,5.995691911104532,6.0,-0.004308088895467854,0.49987146340634914,0.5,-0.00012853659365086312,0.5577745840121171,0.558,-0.0002254159878829487
A,0.5,23,False,8.000670844057172,8.0,0.0006708440571721042,0.4997648204881326,0.5,-0.0002351795118674116,-0.6576401599906501,-0.658,0.0003598400093499654
A,0.5,24,False,5.997545993182835,6.0,-0.002454006817164789,0.4997446284199284,0.5,-0.0002553715800716061,-0.21492367101804122,-0.215,7.632898195877869e-05
A,0.5,25,False,5.998746186565439,6.0,-0.0012538134345607688,0.4999592661253823,0.5,-4.0733874617726595e-05,-0.18993358290672646,-0.19,6.641709327354084e-05
A,0.5,26,False,6.001663253653874,6.0,0.001663253653873653,0.5000659013079534,0.5,6.590130795336435e-05,0.11605657760228366,0.116,5.6577602283655604e-05
A,0.5,27,False,6.9990121154167575,7.0,-0.0009878845832425043,0.4997391052449655,0.5,-0.0002608947550344909,-0.6040858520744633,-0.604,-8.585207446332177e-05
A,0.5,28,False,5.998544301543207,6.0,-0.001455698456792831,0.49995962767229685,0.5,-4.037232770315313e-05,0.9014204596550961,0.901,0.00042045965509607264
A,0.5,29,False,6.999164902064182,7.0,-0.000835097935818041,0.49997316485383286,0.5,-2.683514616713678e-05,-0.9081360422369422,-0.908,-0.00013604223694219097
A,0.5,30,False,6.997342161306952,7.0,-0.0026578386930475872,0.4999150005696409,0.5,-8.499943035911173e-05,-0.9059589080572109,-0.906,4.109194278911765e-05
A,0.5,31,False,7.004134604463606,7.0,0.004134604463605918,0.5002289555520358,0.5,0.00022895555203583662,-0.5839148942299236,-0.584,8.510577007636577e-05
A,0.5,32,False,6.008367939415122,6.0,0.008367939415122372,0.4992870702126263,0.5,-0.0007129297873736951,0.23486767828645275,0.235,-0.00013232171354723987
A,0.5,33,False,5.998720498136945,6.0,-0.0012795018630553656,0.500516819374485,0.5,0.0005168193744850003,0.5631331706744792,0.563,0.000133170674479266
A,0.5,34,False,7.9983439741922675,8.0,-0.0016560258077324974,0.499969605138637,0.5,-3.0394861363025605e-05,-0.6630218366555733,-0.663,-2.1836655573315156e-05
A,0.5,35,False,6.0002071496258695,6.0,0.00020714962586954044,0.49998962742125325,0.5,-1.0372578746753458e-05,-0.15301931221684853,-0.153,-1.9312216848532682e-05
